,永雄,Stella,Datetime,Media,Title with link,Title,Desc,Link
367,,,2021/10/1 15:21,MedCity,Dexcom finds CGM use helps people with Type 2 diabetes stay in range,Dexcom finds CGM use helps people with Type 2 diabetes stay in range,"The company recently published new results on its MOBILE study, which found that CGM use increased time in range for people with Type 2 diabetes. New data shows people who stopped using a CGM saw time in range decrease. ",https://medcitynews.com/2021/10/dexcom-points-to-more-data-on-cgm-use-for-type-2-diabetes/
368,,,2021/10/1 14:00,MedCity,Healthcare organizations remain at risk despite proper HIPAA compliance,Healthcare organizations remain at risk despite proper HIPAA compliance,"Patients expect their healthcare providers to meet compliance regulations and keep their valuable information safe. Though, if you are HIPAA compliant, it doesn’t necessarily mean your data is secure. This article discusses the details of proper email security when it comes to HIPAA compliance.",https://medcitynews.com/2021/10/healthcare-organizations-remain-at-risk-despite-proper-hipaa-compliance/
369,,,2021/10/1 02:00,Biotech,BioNTech's life after Pfizer COVID jab gets boost via cancer vax,BioNTech's life after Pfizer COVID jab gets boost via cancer vax,"Now that its Pfizer-partnered COVID-19 vaccine has been delivered to millions of people, BioNTech is preparing its next candidate for testing.",https://www.fiercebiotech.com/biotech/biontech-looks-beyond-pfizer-covid-19-shot-mrna-vaccine-for-colorectal-cancer
370,,,2021/10/1 12:50,MedCity,"Health2047’s new company plans to use AI, research access to improve clinical decision making","Health2047’s new company plans to use AI, research access to improve clinical decision making","Called RecoverX, the company will leverage AI to mine evidence-based research, medical charts, patient conversations and test results and provide clinical insights for clinicians in real time.",https://medcitynews.com/2021/10/health2047s-new-company-plans-to-use-ai-research-access-to-improve-clinical-decision-making/
371,,,2021/10/1 12:32,Biotech,Medtronic expands minimally invasive spine surgery portfolio,Medtronic expands minimally invasive spine surgery portfolio,"The latest offerings focus on TLIF procedures and join up with the medtech giant’s suite of navigation, AI and robotics tools.",https://www.fiercebiotech.com/medtech/medtronic-expands-minimally-invasive-spine-surgery-portfolio-three-additions
372,,,2021/10/1 12:15,Biotech,"Sophia Genetics, OncoDNA team up to automate tumor profiling","Sophia Genetics, OncoDNA team up to automate tumor profiling","By combining their respective software tools, Sophia and OncoDNA will create a platform that automates the entire tumor profiling process.",https://www.fiercebiotech.com/medtech/sophia-genetics-automates-tumor-profiling-adding-oncodna-s-interpretation-tools-to-its
373,,,2021/10/1 11:25,MedCity,Clinical trials vendor TrialSpark raises $156M to transform into a drug company,Clinical trials vendor TrialSpark raises $156M to transform into a drug company,"TrialSpark, a startup whose software manages various aspects of clinical trials, is becoming a drug developer. Led by CEO and cofounder Benjamine Liu, the company now plans to to acquire or partner on drug candidates, and to invest in biotech companies.",https://medcitynews.com/2021/10/clinical-trials-vendor-trialspark-raises-156m-to-transform-into-a-drug-company/
374,,,2021/10/1 10:32,Biotech,Siemens nets groundbreaking FDA clearance for photon-counting CT,Siemens nets groundbreaking FDA clearance for photon-counting CT,"The Naeotom Alpha’s detectors measure X-rays individually, compared to current systems, which gauge the total sum of energy passing through the body.",https://www.fiercebiotech.com/medtech/siemens-nets-groundbreaking-fda-clearance-for-photon-counting-ct-scanner
375,,,2021/10/1 10:25,Biotech,"SpinaFX taps Medtronic, Zimmer Biomet alum as CEO","SpinaFX taps Medtronic, Zimmer Biomet alum as CEO","Jeff Cambra has held top spots at Zimmer Biomet, Medtronic and more, and is now offering up that expertise to take on the role of CEO at SpinaFX.",https://www.fiercebiotech.com/medtech/spinafx-taps-medtronic-zimmer-biomet-alum-as-ceo-image-guided-pain-treatment-startup
376,,,2021/9/30 09:55,Biotech,Apple Watch ECG could detect multiple arrhythmias: study,Apple Watch ECG could detect multiple arrhythmias: study,Apple first earned an FDA clearance in 2018 for the electrocardiogram function embedded in the Apple Watch.,https://www.fiercebiotech.com/medtech/apple-watch-s-built-ecg-could-detect-non-afib-arrhythmias-follow-up-analysis-finds
377,,,2021/9/30 09:00,Biotech,AstraZeneca closes in on EUA filing for COVID-19 antibody,AstraZeneca closes in on EUA filing for COVID-19 antibody,AstraZeneca has a shot at putting its vaccine woes behind it with a product that may address one of the remaining unmet COVID-19 needs in the West.,https://www.fiercebiotech.com/biotech/astrazeneca-nearly-ready-to-seek-approval-for-its-covid-19-antibody-can-it-stick-landing
378,,,2021/9/30 08:45,Biotech,Researchers unravel a potentially preventable genetic disease,Researchers unravel a potentially preventable genetic disease,"A UCSD-led team reported a potential way to prevent a newly discovered genetic condition called Zaki syndrome, which hampers prenatal development.",https://www.fiercebiotech.com/research/researchers-discover-genetic-condition-might-be-prevented-via-wnt-focused-drug
379,,,2021/9/30 08:30,MedCity,"Five barriers to unleashing clinical decision support, and how to overcome them","Five barriers to unleashing clinical decision support, and how to overcome them",Clinical decision support systems have been with us since the 1980s. It’s time they delivered on their full promise.,https://medcitynews.com/2021/09/five-barriers-to-unleashing-clinical-decision-support-and-how-to-overcome-them/
380,,,2021/9/30 08:00,Biotech,Lilly adds liver fat data to mountain of tirzepatide evidence,Lilly adds liver fat data to mountain of tirzepatide evidence,"At all three doses, tirzepatide drove greater reductions in the various fat types in type 2 diabetics than insulin degludec.",https://www.fiercebiotech.com/biotech/lilly-adds-liver-fat-cgm-blood-sugar-data-to-mountain-evidence-hot-diabetes-prospect
381,,,2021/9/30 07:50,Biotech,Sunovion pens $890M Otsuka neuropsychiatric drug pact,Sunovion pens $890M Otsuka neuropsychiatric drug pact,"Sunovion, owned by Japan’s Sumitomo Dainippon Pharma, has signed a near $1 billion upfront/biobucks mix deal with fellow Japanese native Otsuka.",https://www.fiercebiotech.com/biotech/sunovion-pens-890m-otsuka-pact-for-a-clutch-neuropsychiatric-drugs
382,,,2021/9/30 05:00,MedCity,Former Shire asset becomes Mirum’s first FDA-approved rare disease drug,Former Shire asset becomes Mirum’s first FDA-approved rare disease drug,"Mirum Pharmaceuticals drug Livmarli is now approved to treat pruritus caused by Alagille syndrome, a rare liver disease that can worsen to the point of requiring a transplant. Mirum licensed the drug from Shire in 2018.",https://medcitynews.com/2021/09/former-shire-asset-becomes-mirums-first-fda-approved-rare-disease-drug/
383,,,2021/9/30 15:35,Biotech,Blood storage tech developer Hemanext adds $15M to VC stores,Blood storage tech developer Hemanext adds $15M to VC stores,"Hemanext is hoping to give standard blood storage practices a transfusion of their own—but of innovation, rather than blood cells.",https://www.fiercebiotech.com/medtech/blood-storage-tech-developer-hemanext-adds-15m-to-vc-stores-as-it-preps-for-fda-submission
384,,,2021/9/30 15:30,Biotech,Ventyx files for $100M IPO to fund 6 or more trials by 2023,Ventyx files for $100M IPO to fund 6 or more trials by 2023,Ventyx Biosciences is headed from California to Wall Street with plans for a customary $100 million IPO.,https://www.fiercebiotech.com/biotech/at-least-six-trials-planned-before-2023-ventyx-biosciences-lines-up-for-100m-ipo
385,,,2021/9/30 14:32,MedCity,"With 5 patents under its belt, RCM tech company Ensemble Health Partners files for IPO","With 5 patents under its belt, RCM tech company Ensemble Health Partners files for IPO","The company, which provides revenue cycle management solutions for providers, is filing for the IPO less than two years after Bon Secours Mercy Health sold its majority stake in Ensemble to private equity firm Golden Gate Capital. Per the filing, the company aims to raise $100 million, but that is likely a placeholder figure. ",https://medcitynews.com/2021/09/with-5-patents-under-its-belt-rcm-tech-company-ensemble-health-partners-files-for-ipo/
386,,,2021/9/30 14:00,MedCity,Building pharma resilience by establishing a culture of quality,Building pharma resilience by establishing a culture of quality,"The dirty secret that many life sciences and medical device companies don’t want people to know is that, to date, quality management has primarily been paper-based AND an afterthought in comparison to key strategic initiatives such as product development.",https://medcitynews.com/2021/09/building-pharma-resilience-by-establishing-a-culture-of-quality/
387,,,2021/9/30 12:51,Biotech,Laurent's COVID oral therapy fails in hospitalized patient trial,Laurent's COVID oral therapy fails in hospitalized patient trial,Laurent Pharmaceuticals' COVID-19 oral therapy did not meet its goal of improving the proportion of patients alive and free of respiratory failure.,https://www.fiercebiotech.com/biotech/laurent-s-covid-19-pill-fails-phase-2-but-data-helps-narrow-down-patients-who-may-benefit
388,,,2021/9/30 12:12,Biotech,AR software maker Activ Surgical augments VC funding with $45M,AR software maker Activ Surgical augments VC funding with $45M,"The series B came courtesy of a baker’s dozen of new and existing investors, led by Cota Capital.",https://www.fiercebiotech.com/medtech/activ-surgical-augments-vc-funding-45m-for-ar-based-software
389,,,2021/9/30 11:44,Biotech,Artificial heart maker SynCardia beamed up by Picard Medical,Artificial heart maker SynCardia beamed up by Picard Medical,"The company takes its inspiration from the eponymous captain of the starship Enterprise, who is known to carry an artificial heart of his own.",https://www.fiercebiotech.com/medtech/total-artificial-heart-maker-syncardia-beamed-up-by-newcomer-picard-medical
390,,,2021/9/30 11:07,Biotech,"Merck KGaA, GSK cut ties on $4.2B bintrafusp alfa deal","Merck KGaA, GSK cut ties on $4.2B bintrafusp alfa deal",Merck KGaA and GSK are ending a partnership for the cancer drug bintrafusp alfa which could have netted billions for the German pharma if successful.,https://www.fiercebiotech.com/biotech/merck-kgaa-gsk-cut-ties-bintrafusp-alfa-deal-had-4-2b-biobucks-line
391,,,2021/9/30 11:00,Biotech,Bausch-Novaliq's eye drop beats placebo again in phase 3 trial,Bausch-Novaliq's eye drop beats placebo again in phase 3 trial,Patients with dry eye disease taking Bausch + Lomb's eye drop reported an improvement in the severity of eye dryness during a phase 3 clinical trial.,https://www.fiercebiotech.com/biotech/bausch-novaliq-s-eye-drop-beats-placebo-2nd-phase-3-trial-dry-eye-disease-filing-2022
