,Datetime,Media,Title,Desc,Link
588,2021-09-13 9:00 AM,MedCity,We’re not out of the COVID woods yet. But what we’ve already learned is going to save millions of lives.,"Covid-19 exposed serious weaknesses in the American healthcare system, and has taken an unfortunate personal and economic toll on the entire world. But in the end, I do believe that our healthcare system will emerge more accessible, affordable, and effective","<a href=https://medcitynews.com/2021/09/were-not-out-of-the-covid-woods-yet-but-what-weve-already-learned-is-going-to-save-millions-of-lives/ target=""_blank""><div>Link</div></a>"
589,2021-09-13 7:19 PM,MedCity,"Babyscripts raises $12M, plans to expand to all 50 states","The maternal care startup is backed by major health systems including MemorialCare Health System, whose innovation arm led the most recent funding round. Babyscripts offers a mobile app providing education and resources for the pregnancy and postpartum journey.","<a href=https://medcitynews.com/2021/09/babyscripts-raises-12m-plans-to-expand-to-all-50-states/ target=""_blank""><div>Link</div></a>"
590,2021-09-13 6:13 PM,MedCity,Startup Walking Fish nabs $50M to run with B cell therapies for cancer & more,"Walking Fish Therapeutics is developing cell therapies from B cells, a type of immune cell that produces prodigious amounts of proteins. Cancer, autoimmune disease, and regenerative medicine are among the targets of the preclinical-stage biotech, which unveiled $50 million in funding.","<a href=https://medcitynews.com/2021/09/startup-walking-fish-nabs-50m-to-run-with-b-cell-therapies-for-cancer-more/ target=""_blank""><div>Link</div></a>"
591,2021-09-13 5:56 PM,MedCity,Evidence lacking for AI-based breast cancer screening  ,"A review of 12 studies about AI systems used to screen patients for breast cancer found that they lacked evidence to prove that they would work well in a clinical setting. Researchers highlighted concerns about study quality, including the fact that all of the studies were retrospective and many of them had a high risk of bias.","<a href=https://medcitynews.com/2021/09/evidence-lacking-for-ai-based-breast-cancer-screening/ target=""_blank""><div>Link</div></a>"
592,2021-09-13 2:55 PM,MedCity,"New HHS proposed rule requires payers to disclose broker rates, share air ambulance data","HHS wants insurers offering individual and short-term, limited-duration coverage to disclose to members the rates they pay to brokers who help people select health plans. The government also wants to collect air ambulance data to help curb the high and unexpected costs that arise from these services. ","<a href=https://medcitynews.com/2021/09/new-hhs-proposed-rule-requires-payers-to-disclose-broker-rates-share-air-ambulance-data/ target=""_blank""><div>Link</div></a>"
593,2021-09-13 12:09 PM,MedCity,"AbbVie makes another gene therapy move, paying $370M to partner with Regenxbio","AbbVie will take the lead on commercializing Regenxbio’s gene therapy in wet AMD and diabetic retinopathy. It’s AbbVie’s second major gene therapy deal this year, coming months after it committed $90 million to preclinical-stage Capsida Biotherapeutics.","<a href=https://medcitynews.com/2021/09/abbvie-makes-another-gene-therapy-move-paying-370m-to-partner-with-regenxbio/ target=""_blank""><div>Link</div></a>"
594,2021-09-10 9:00 AM,MedCity,"It’s time to address suicide risk among older adults, terminally ill",Older adults — especially those with a psychiatric comorbidity or uncontrolled pain — have a higher suicide rate compared with younger adults with the highest rate among males ages 65 and older.,"<a href=https://medcitynews.com/2021/09/its-time-to-address-suicide-risk-among-older-adults-terminally-ill/ target=""_blank""><div>Link</div></a>"
595,2021-09-10 2:57 PM,MedCity,Covid-19 vaccination required for staff in most healthcare settings,"CMS, in collaboration with the CDC, is making it mandatory for staff at healthcare facilities participating in Medicare and Medicaid programs to get vaccinated against Covid-19. The move comes as cases rise to 150,000 and deaths to 1,500 per day. ","<a href=https://medcitynews.com/2021/09/covid-19-vaccination-required-for-staff-in-most-healthcare-settings/ target=""_blank""><div>Link</div></a>"
596,2021-09-09 8:29 PM,MedCity,"Genetic meds pioneer James Wilson has a new startup, this time in gene editing","Biotech startup iECURE is based on work from the University of Pennsylvania scientist, who has been researching ways to use in vivo gene editing as a way to “knock in” healthy versions of a gene to treat rare liver diseases. The company, which will develop therapeutic candidates from Penn, has raised $50 million in Series A financing.","<a href=https://medcitynews.com/2021/09/genetic-meds-pioneer-james-wilson-has-a-new-startup-this-time-in-gene-editing/ target=""_blank""><div>Link</div></a>"
597,2021-09-09 7:10 PM,MedCity,Telehealth visits fall from pandemic highs,"They made up 4.5% of total claims in June, according to a report by FAIR Health, compared to 13% of claims in April of 2020. ","<a href=https://medcitynews.com/2021/09/telehealth-visits-fall-from-pandemic-highs/ target=""_blank""><div>Link</div></a>"
598,2021-09-09 6:50 PM,MedCity,Justice Department sues Texas to block restrictive abortion law  ,The Biden administration has issued a legal challenge to invalidate the controversial Texas law that bans abortions after six weeks of pregnancy claiming that it will strip residents of their constitutional rights. ,"<a href=https://medcitynews.com/2021/09/justice-department-sues-texas-to-block-restrictive-abortion-law/ target=""_blank""><div>Link</div></a>"
599,2021-09-09 5:48 PM,MedCity,How tech can help solve the overpayments problem in healthcare RCM,"When CMS overpays for services, providers and commercial payers are responsible for paying the agency back, and at times, they are on the hook for millions of dollars. But technology can help healthcare stakeholders catch the mistakes that lead to overpayments, thereby reducing unnecessary costs. ","<a href=https://medcitynews.com/2021/09/how-tech-can-help-solve-the-overpayments-problem-in-healthcare-rcm/ target=""_blank""><div>Link</div></a>"
600,2021-09-09 3:48 PM,MedCity,Cycle-tracking app Flo raises $50M ,The funding round boosted Flo’s valuation to $800 million. It plans to put the funds toward new technical capabilities and new hires.,"<a href=https://medcitynews.com/2021/09/cycle-tracking-app-flo-raises-50m/ target=""_blank""><div>Link</div></a>"
601,2021-09-09 2:00 PM,MedCity,Reducing low-value care starts by understanding its drivers,"There is no single driver of low-value care — providers, systems, and patients all play a role. But with the right tools, stakeholders can work together to re-align incentives and transform our healthcare delivery system into one that prioritizes value, eliminates waste and leads to better overall patient outcomes.","<a href=https://medcitynews.com/2021/09/reducing-low-value-care-starts-by-understanding-its-drivers/ target=""_blank""><div>Link</div></a>"
602,2021-09-08 9:00 AM,MedCity,Integrating more medical devices will help patients and providers,Providers must recognize that each data point from a medical device has intrinsic value if harnessed properly. The tools exist now to extract more value from medical device data for providers and patients.,"<a href=https://medcitynews.com/2021/09/integrating-more-medical-devices-will-help-patients-and-providers/ target=""_blank""><div>Link</div></a>"
603,2021-09-08 7:05 AM,MedCity,NorthShore University HealthSystem to test Laguna Health’s new post-discharge recovery app,"The app provides users with a personalized recovery plan, education materials and virtual access to a care team that includes behavioral health specialists. The NorthShore system will conduct a clinical trial to test the app after which it will decide whether to deploy the solution across its hospitals.","<a href=https://medcitynews.com/2021/09/northshore-university-health-system-to-test-laguna-healths-new-post-discharge-recovery-app/ target=""_blank""><div>Link</div></a>"
604,2021-09-08 5:39 AM,MedCity,Invitae to buy health records startup Ciitizen for $325M ,"Combining the two companies would allow patients to access genetic testing and their health records in one place, and make it easier for Invitae to collect and organize health records. ","<a href=https://medcitynews.com/2021/09/invitae-to-buy-health-records-startup-ciitizen-for-325m/ target=""_blank""><div>Link</div></a>"
605,2021-09-08 2:52 PM,MedCity,Report: 60% of top 20 US hospitals do not offer online scheduling for new patients,"Not only do a majority of the top 20 hospitals on U.S. News & World Report’s 2020-21 Best Hospitals rankings not offer online scheduling, but about 65% also do not provide new patients the option to schedule a virtual visit online, despite strong consumer preference for digital access to healthcare. ","<a href=https://medcitynews.com/2021/09/report-60-of-top-20-us-hospitals-do-not-offer-online-scheduling-for-new-patients/ target=""_blank""><div>Link</div></a>"
606,2021-09-08 1:47 PM,MedCity,How Covid-19 has changed the role of hospitals,Looking at how hospitals changed during Covid-19 is a starting point for a lot of larger questions in the healthcare industry.,"<a href=https://medcitynews.com/2021/09/how-covid-19-has-changed-the-role-of-hospitals/ target=""_blank""><div>Link</div></a>"
607,2021-09-08 10:47 AM,MedCity,Sanofi scoops up Kadmon and its newly approved drug in a $1.9B deal,"The cash deal brings to Sanofi the Kadmon Holdings drug Rezurock, which the FDA approved in July as a treatment for chronic graft versus host disease. The French pharmaceutical giant will add Rezurock to a lineup of older products marketed globally for transplant procedures.","<a href=https://medcitynews.com/2021/09/sanofi-scoops-up-kadmon-and-its-newly-approved-drug-in-a-1-9b-deal/ target=""_blank""><div>Link</div></a>"
608,2021-09-07 6:20 PM,MedCity,Solv raises $45M to build network of same-day appointments ,"The startup, founded by several former Trulia executives, builds software to help healthcare providers with administrative tasks, including scheduling, registration and price transparency. ","<a href=https://medcitynews.com/2021/09/solv-raises-45m-to-build-network-of-same-day-appointments/ target=""_blank""><div>Link</div></a>"
609,2021-09-07 5:47 PM,MedCity,Roche bets $300M on Adaptimmune tech for off-the-shelf cell therapies for cancer,"Roche is partnering with Adaptimmune Therapeutics to develop allogeneic cell therapies based on Adaptimmune’s technology. In addition to these “off-the-shelf” products, the partners will also develop a personalized allogeneic cell therapy designed specifically for a patient’s cancer.","<a href=https://medcitynews.com/2021/09/roche-bets-300m-on-adaptimmune-tech-for-off-the-shelf-cell-therapies-for-cancer/ target=""_blank""><div>Link</div></a>"
610,2021-09-07 4:43 PM,MedCity,"As Delta surges, CMIOs’ focus on plans to provide vaccine booster shots, fight false information","Chief medical information officers are in a unique position to help their organizations fight the Covid-19 pandemic — from setting up IT systems to support Covid testing, care and vaccination to helping fight fast-spreading misinformation.","<a href=https://medcitynews.com/2021/09/as-delta-surges-cmios-focus-on-plans-to-provide-vaccine-booster-shots-fight-false-information/ target=""_blank""><div>Link</div></a>"
